stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,0,0,10.32
12hpf,1.93,0,0,0,0,1.93,0,5.78,0,0
14hpf,3.34,0,0,0,0,0,0,3.34,3.34,0
16hpf,12.3,0,0,0,0,2.05,0,0,20.51,4.1
19hpf,13.14,0,0,0,0,2.19,0,0,8.76,0
24hpf,9,0,0,1,2,2,0,0,6,3
2dpf,25.02,0.83,3.34,5.84,9.17,33.36,5,2.5,25.86,15.01
3dpf,59.76,2.87,1.72,4.02,2.87,52.87,4.02,0,5.17,9.77
5dpf,34.11,3.1,13.95,11.89,12.4,132.31,8.79,8.79,54.78,94.06
10dpf,98.52,6.9,11.92,7.53,6.9,77.81,6.9,0,22.59,9.41
