stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,periderm
2dpf,0,0,0,0.83,0.83,0,0.83
3dpf,3.45,0,0.57,0.57,2.87,0,0
5dpf,0.52,0,0,0,3.1,0.52,2.07
10dpf,2.51,1.26,0,0,2.51,0,0
