stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
12hpf,3.86,0,0,0,0,0,0,0
24hpf,0,0,40,0,0,0,2,0
2dpf,1.67,0,30.86,1.67,1.67,0,1.67,0.83
3dpf,12.64,0,0,0,4.6,0,0,0.57
5dpf,1.55,0,74.42,0,3.62,0.52,1.55,1.55
10dpf,20.08,3.14,49.58,0,2.51,0,0,0
