stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,10.84,0,0,10.84,30.86,0.83,0.83,10.01,1.67
3dpf,2.3,0,0,0,7.47,0,0,0.57,1.72
5dpf,10.85,0.52,0.52,0.52,27.91,0,0.52,1.03,1.03
10dpf,8.79,0.63,1.26,0,27.61,1.88,0,1.26,0.63
