stage,central_nervous_system,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,0,9.17
3dpf,0,0,1.15,4.02
5dpf,0.52,0.52,0.52,57.88
10dpf,1.26,0,0,14.43
