stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
12hpf,0,1.93,0,0,0,0,0,0,0
16hpf,0,0,2.05,0,0,0,0,0,0
2dpf,25.02,0,1.67,5,14.18,1.67,0,0,8.34
3dpf,22.41,0,0.57,1.72,17.81,0,0,0,0.57
5dpf,25.84,0,1.03,2.58,74.94,0,0.52,3.1,17.06
10dpf,23.85,1.26,1.26,1.88,60.87,0,0,0,6.28
