stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0,4.17
3dpf,0,0,0.57,0.57,4.02
5dpf,0.52,3.62,0,0,29.46
10dpf,5.65,43.3,0.63,1.26,26.98
