stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0.83,0,2.5,3.34,0.83,1.67,0
3dpf,3.45,0,0,6.32,0,0,0
5dpf,0.52,0.52,0,4.65,1.03,0.52,1.03
10dpf,1.26,0,0,7.53,0,0.63,0.63
