stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,3.34,0,0.83,1.67,0,0,0,3.34
3dpf,12.07,0.57,0.57,2.3,0.57,1.15,0,1.15
5dpf,1.55,0,1.03,6.72,0,1.55,0.52,3.1
10dpf,11.92,1.88,0,5.65,0,0,1.26,0
