stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,1.67,0,0,0,0,1.67
3dpf,4.6,0.57,0,3.45,0.57,0.57
5dpf,2.58,0,0.52,1.03,0,0.52
10dpf,2.51,0.63,0,3.14,0,0
