stage,central_nervous_system,endoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.83,0,0,0,0
3dpf,4.02,1.15,0.57,0.57,0.57
5dpf,0,1.03,1.03,1.03,2.58
10dpf,1.26,2.51,0.63,0.63,0.63
