stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
19hpf,0,0,0,0,0,0,0,2.19
24hpf,0,0,0,0,0,0,0,2
2dpf,0,0,0.83,1.67,1.67,0,0,1.67
3dpf,18.96,0.57,0,0,1.72,0,0,0.57
5dpf,4.13,0,1.55,0,3.62,0,1.03,5.17
10dpf,74.05,1.26,4.39,0,14.43,1.26,2.51,3.14
