stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
12hpf,0,0,1.93,0,0,0,0,0
2dpf,3.34,0,0,0.83,0,4.17,0,0.83
3dpf,79.88,0,0,1.72,0.57,12.07,0,0.57
5dpf,1.03,0,0,0.52,1.03,6.72,1.03,8.27
10dpf,32,0.63,0.63,0.63,1.26,8.79,1.26,0
