stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,30.97,0,0,0,0,0,0,0,0,10.32
12hpf,1.93,0,3.86,0,0,0,0,0,0,9.64
14hpf,3.34,0,0,3.34,0,0,0,0,0,10.03
16hpf,4.1,0,0,2.05,0,0,0,2.05,0,0
19hpf,15.32,0,0,0,0,0,0,0,0,2.19
24hpf,2,0,1,0,1,0,0,0,0,3
2dpf,85.08,4.17,6.67,15.85,38.37,69.23,15.85,0.83,17.52,79.24
3dpf,453.4,7.47,8.62,13.22,8.62,131.59,8.62,0,6.9,39.08
5dpf,44.96,21.19,27.91,26.36,8.79,105.43,13.95,4.65,15.5,98.71
10dpf,171.32,21.34,33.26,19.45,5.02,94.76,7.53,0,6.9,33.89
