stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
24hpf,0,0,1,0,0,0,0
2dpf,0.83,0,12.51,0.83,0,0.83,0
3dpf,2.3,0,5.17,1.15,1.15,0,0
5dpf,0.52,0,24.29,1.03,2.07,0,1.55
10dpf,0.63,0.63,18.83,0,0,0,0
