stage,central_nervous_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
16hpf,0,4.1,0,0,0,0
24hpf,0,3,4,8,0,0
2dpf,0.83,29.19,9.17,10.01,13.35,0
3dpf,1.72,15.52,11.49,0,3.45,0
5dpf,0.52,2.58,7.75,0.52,1.55,0.52
10dpf,0,5.02,4.39,0,0.63,0
