stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,6431.19,113.55,30.97,0,1125.2,82.58,0,206.46,2539.44,2281.37
12hpf,5810.24,175.43,36.63,173.5,1486.3,260.25,15.42,345.07,2633.31,1831.36
14hpf,5149.55,76.91,220.69,317.67,1039.94,471.48,83.6,113.69,2023.04,1528.15
16hpf,3455.63,135.35,125.1,209.18,1105.39,426.57,98.44,121,1521.71,1285.86
19hpf,5998.37,45.97,56.92,144.49,726.81,321.81,181.7,54.73,650.19,1079.27
24hpf,5005,101,524,272,1355,606,236,38,1605,918
2dpf,2327.07,78.4,177.66,252.73,1157.7,1922.55,239.38,58.39,751.5,630.56
3dpf,4739.1,93.67,124.7,121.25,124.7,1905.52,87.35,0,201.13,314.33
5dpf,700.3,92,376.77,369.53,178.82,2108.14,134.38,110.6,532.33,1476.58
10dpf,1896.4,128.02,330.08,312.51,113.58,1728.85,104.8,2.51,340.75,276.11
