stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,1166.49,10.32,30.97,0,185.81,20.65,0,20.65,412.92,320.01
12hpf,1979.8,30.84,30.84,57.83,462.66,61.69,5.78,32.77,834.72,437.6
14hpf,441.39,10.03,56.85,20.06,117.04,50.16,6.69,10.03,163.85,103.66
16hpf,734.19,30.76,53.32,16.41,266.61,73.83,28.71,12.3,272.76,174.32
19hpf,676.46,10.95,2.19,4.38,76.62,24.08,15.32,2.19,26.27,56.92
24hpf,868,14,44,14,204,67,11,2,95,77
2dpf,600.53,20.02,39.2,71.73,284.42,358.65,49.21,8.34,156.81,118.44
3dpf,1013.1,17.81,28.16,13.79,24.14,293.07,12.07,0,29.31,56.32
5dpf,197.95,18.61,101.82,60.99,50.13,546.29,37.21,34.63,126.62,360.75
10dpf,414.17,28.87,72.79,41.42,27.61,478.81,23.22,0.63,84.09,59.62
