stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,periderm
2dpf,5,0,2.5,5,6.67,0,4.17
3dpf,18.39,0,0.57,0,6.9,0,2.3
5dpf,1.03,0.52,0.52,0.52,5.69,0.52,4.13
10dpf,8.79,0,0,0,1.26,0,0
