stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
3dpf,1.72,0,0.57,0.57,0,0
5dpf,1.55,0.52,0,4.13,0,0
10dpf,0,0.63,0,0.63,0.63,0.63
