stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0.83,0,0.83,0,0.83
3dpf,0.57,0.57,0,0,1.72
5dpf,0,0,0,0.52,5.17
10dpf,0,0,0,0.63,7.53
