stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,10.01,0.83,0,4.17,0.83,0.83,0.83,0.83
3dpf,65.51,0.57,0,6.9,0,0,0,0
5dpf,1.03,0.52,0.52,1.55,0,0,0,0
10dpf,16.94,0,0,3.14,0,0,0,0
