stage,central_nervous_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
3dpf,2.3,0,0.57,0.57,0,0
5dpf,0.52,0.52,2.07,0,1.55,0.52
10dpf,1.88,0,0,0,0.63,0
