stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,1.67,0.83,0,3.34
3dpf,3.45,2.87,0,0,0.57
5dpf,0,11.89,0.52,4.13,2.58
10dpf,5.02,6.28,0.63,0,6.9
