stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,2.5,0.83,0,0,0
3dpf,13.79,0,0,0.57,0
5dpf,2.07,0.52,1.03,1.03,1.03
10dpf,7.53,0,0,0,0
