stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,5.84,0.83,0.83,0.83,0
3dpf,20.11,0.57,0.57,0,0.57
5dpf,14.99,1.55,1.55,5.17,3.62
10dpf,28.87,0,0,0.63,1.88
