stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,1,0,0,1,0,0,0,0
2dpf,4.17,0,0,7.51,1.67,2.5,0,5
3dpf,13.22,1.15,0,4.02,3.45,4.6,0,6.9
5dpf,5.69,4.13,1.03,5.69,2.07,11.89,0.52,38.25
10dpf,10.04,3.77,0.63,8.16,1.88,4.39,0,9.41
