stage,central_nervous_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,2.5,0.83,0.83,3.34
3dpf,10.92,0,0.57,0
5dpf,0,0,0.52,2.58
10dpf,2.51,0,1.88,0
