stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,2.5,1.67,0,0,0,0.83
3dpf,81.6,0,0,3.45,0.57,0
5dpf,2.07,0,0.52,0,0.52,0
10dpf,16.32,0,0,2.51,0,0
