stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
24hpf,0,0,0,0,0,1,0
2dpf,0.83,0,0,0,0,0.83,0
3dpf,3.45,2.3,1.72,6.32,0,1.72,0
5dpf,1.03,3.1,1.55,3.1,0.52,3.1,4.13
10dpf,1.26,6.28,0,1.26,0,0,0.63
