stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
19hpf,2.19,0,0,0,0,0,0
24hpf,5,0,0,0,0,0,0
2dpf,14.18,0,0.83,0.83,3.34,0.83,0
3dpf,197.68,0.57,0,0,6.9,0,0.57
5dpf,1.03,0,0,0,1.55,0,1.03
10dpf,28.87,0,0,0,1.88,0,0
