stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
14hpf,0,0,0,0,3.34,0
2dpf,0,0,0,0,0,1.67
3dpf,4.02,0,0.57,11.49,0.57,0.57
5dpf,1.55,0.52,0.52,3.62,0.52,0.52
10dpf,1.26,0,0,6.28,0,0.63
