stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,2.5,0.83,0.83,2.5,0,2.5
3dpf,18.96,0,0,9.77,0,0
5dpf,0.52,2.58,0.52,11.89,0.52,1.03
10dpf,6.9,0.63,0,10.67,0,0
