stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
3dpf,1.72,0,0,0,0.57,0,0
5dpf,1.03,1.03,13.44,0,6.2,0.52,1.55
10dpf,6.9,1.26,68.4,1.26,8.79,0.63,1.88
