stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,0,0,113.55
12hpf,15.42,15.42,0,9.64,0,0,1.93,0,3.86,77.11
14hpf,0,0,0,3.34,3.34,3.34,0,0,0,377.86
16hpf,16.41,0,8.2,2.05,16.41,12.3,0,4.1,2.05,147.66
19hpf,8.76,0,6.57,0,0,2.19,0,0,2.19,450.97
24hpf,7,7,2,3,1,0,1,0,0,41
2dpf,120.94,11.68,14.18,30.03,20.85,49.21,6.67,1.67,10.84,262.73
3dpf,131.02,21.84,8.05,9.19,1.15,48.84,0.57,0,4.6,124.12
5dpf,97.16,22.74,45.48,24.81,9.3,159.18,12.4,2.58,28.94,232.06
10dpf,115.47,40.16,21.96,18.2,4.39,30.75,1.26,0,10.04,77.81
