stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
14hpf,96.97,0,0,0,3.34,0,13.38
16hpf,75.88,2.05,0,4.1,2.05,6.15,18.46
19hpf,102.89,0,0,0,2.19,2.19,8.76
24hpf,19,0,0,0,0,1,4
2dpf,14.18,0,0,2.5,0.83,0.83,3.34
3dpf,8.05,0,0,0,2.3,0.57,1.15
5dpf,2.07,0,0.52,0,2.07,0.52,4.13
10dpf,15.06,0,0.63,0,3.77,0,0
