stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0.83,0,0,0,0,0,0,0
3dpf,70.11,0,1.15,0,1.72,0,0,1.15
5dpf,6.72,0,0.52,1.03,3.1,1.03,1.55,5.69
10dpf,45.18,0.63,0.63,0,2.51,0,0,0
