stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,3.34,0,0,1.67,1.67
3dpf,23.56,0,0,0.57,0
5dpf,3.1,0.52,1.03,1.03,0
10dpf,5.02,0,0.63,0,0
