stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,2147.17,103.23,0,0,681.31,30.97,0,20.65,1403.92,722.61
12hpf,2328.72,175.43,1.93,102.17,749.89,53.98,11.57,55.9,2035.7,426.03
14hpf,1146.95,76.91,13.38,127.07,528.33,50.16,16.72,26.75,1391.05,434.7
16hpf,713.68,180.47,6.15,53.32,535.26,96.39,12.3,34.86,816.23,406.06
19hpf,1333.21,41.59,2.19,50.35,354.65,83.19,24.08,8.76,299.92,179.51
24hpf,950,20,10,85,487,191,20,6,110,107
2dpf,395.35,8.34,15.01,85.91,447.9,718.97,70.9,4.17,147.63,90.08
3dpf,1034.94,30.46,10.34,43.67,97.69,1001.61,6.9,0,36.2,42.52
5dpf,169,22.74,59.44,81.66,66.15,695.13,16.02,23.77,89.93,196.91
10dpf,530.89,43.3,87.23,77.81,48.32,716.02,14.43,0,44.55,43.3
