stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
16hpf,0,0,0,0,0,2.05,0
19hpf,0,0,0,0,0,0,2.19
2dpf,2.5,1.67,0.83,2.5,1.67,0.83,3.34
3dpf,5.17,2.87,0,1.15,0,0,0.57
5dpf,0,0,0,0,0,0,4.65
10dpf,5.65,1.88,0.63,0.63,0,0,1.26
