stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,1.67,0,0.83,0.83,0,0
3dpf,6.9,0,0,0,0,0
5dpf,0,0,0,1.03,0,1.03
10dpf,3.14,0.63,0,0,0.63,0
