stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,10.32,0,20.65,0,0,10.32,10.32,61.94
12hpf,3.86,0,11.57,0,1.93,0,0,1.93,0,9.64
14hpf,0,3.34,23.41,10.03,6.69,0,0,0,3.34,33.44
16hpf,4.1,2.05,2.05,4.1,16.41,0,2.05,0,8.2,18.46
19hpf,17.51,0,0,10.95,2.19,4.38,0,0,0,43.78
24hpf,7,1,13,2,7,1,0,0,3,4
2dpf,177.66,4.17,42.54,56.72,115.1,175.16,18.35,7.51,48.38,221.03
3dpf,116.08,10.34,24.14,31.61,28.73,278.7,5.17,0,8.05,95.97
5dpf,86.83,19.64,50.13,57.88,18.09,222.24,13.95,10.34,29.46,318.88
10dpf,160.02,16.32,95.39,60.87,20.71,272.35,14.43,0,34.51,107.31
