stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,2.5,0.83,0,0,0.83,0
3dpf,53.44,0,1.15,0,6.9,0.57
5dpf,3.62,0.52,1.55,0,8.27,0
10dpf,33.26,0,1.26,0.63,11.92,0.63
