stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.83,25.86,0,0,0,0,0
3dpf,2.3,9.77,0,0,0,0,0
5dpf,1.03,68.74,2.07,0.52,4.13,0,1.03
10dpf,2.51,74.05,1.26,0.63,1.26,0.63,0
