stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
14hpf,0,0,0,0,0,0,3.34
24hpf,0,0,1,0,0,0,0
2dpf,1.67,0,1.67,0.83,0,0,229.37
3dpf,1.72,0,0,3.45,1.15,0,40.23
5dpf,0.52,0,0,3.1,0,0,127.66
10dpf,3.14,0.63,0,0.63,0,0.63,96.01
