stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,periderm
2dpf,0,0,2.5,0,0,0,0
3dpf,0.57,1.15,1.15,1.15,5.75,0,0
5dpf,0,1.03,4.65,0,1.03,0.52,1.55
10dpf,0,0.63,1.88,0,0.63,0,0
