stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,periderm
2dpf,5,3.34,0,0.83,3.34,0.83
3dpf,5.75,0.57,0,1.15,0,0
5dpf,1.55,1.55,0.52,0,3.62,0
10dpf,3.14,1.26,0.63,1.26,0,0
