stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,notochord,periderm
2dpf,0.83,0,0,0,0,3.34,0.83
3dpf,2.87,0.57,0,1.15,7.47,0,1.72
5dpf,0,0,0,0.52,7.24,3.62,4.13
10dpf,1.88,0.63,0.63,0,1.26,0,1.26
