stage,central_nervous_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.83,0,0.83,0
3dpf,15.52,1.72,0,0
5dpf,2.07,1.55,0,1.55
10dpf,7.53,0,0,0
