stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,periderm
19hpf,4.38,0,0,0,0,0,0
24hpf,1,0,0,0,0,0,0
2dpf,6.67,0,0,0,0,0,0
3dpf,83.32,0,0,0.57,0,0,0
5dpf,3.1,0,0.52,0.52,1.03,0.52,1.03
10dpf,19.45,0.63,0.63,0,0,0,0
