stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,periderm
3dpf,1.72,0,0,0.57,0.57
5dpf,0.52,0.52,1.55,1.03,11.37
10dpf,0.63,0,0,0.63,6.9
