stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.83,0,0,0.83,0,0,87.58
3dpf,2.87,1.15,0,0.57,0.57,0.57,114.35
5dpf,4.65,0.52,0.52,2.07,6.2,1.03,452.23
10dpf,2.51,0,0,0,0.63,0.63,99.15
