stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0,2.5
3dpf,6.32,0,0.57,0,0
5dpf,7.24,0.52,0.52,0.52,1.55
10dpf,6.28,0,0,0,0
