stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,1,0,0,0,0,0,0
2dpf,0.83,0.83,0,1.67,0,0,0
3dpf,43.67,0,0.57,3.45,0,0,0.57
5dpf,4.13,0,1.03,5.17,0,0.52,2.07
10dpf,16.94,0,1.88,5.65,1.26,0,0.63
