stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,175.49,0,10.32,0,41.29,10.32,0,0,51.61,103.23
12hpf,61.69,1.93,9.64,0,19.28,3.86,0,5.78,23.13,30.84
14hpf,110.35,3.34,13.38,6.69,13.38,3.34,6.69,6.69,40.13,80.25
16hpf,57.42,4.1,4.1,4.1,22.56,4.1,0,0,30.76,12.3
19hpf,170.76,0,0,6.57,17.51,4.38,0,0,0,24.08
24hpf,37,1,1,6,17,9,3,0,6,6
2dpf,286.09,5,22.52,44.21,130.12,241.88,21.69,10.01,70.06,108.43
3dpf,689,8.05,12.07,21.84,21.84,244.22,12.07,0,24.71,32.75
5dpf,87.34,9.82,51.17,54.78,20.67,254.28,16.54,9.82,47.03,178.82
10dpf,320.04,18.2,49.58,30.75,11.92,237.83,9.41,0,24.47,38.91
