stage,central_nervous_system,mesenchyme,neural_crest,paraxial_mesoderm,periderm
3dpf,15.52,4.6,0,0,0
5dpf,0.52,1.03,0,0.52,0.52
10dpf,15.06,4.39,0.63,0,0
