stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,61.94,0,0,0,20.65,0,0,0,0,20.65
12hpf,42.41,0,0,1.93,1.93,7.71,0,1.93,15.42,7.71
14hpf,50.16,0,0,6.69,0,6.69,0,0,6.69,6.69
16hpf,6.15,0,0,0,0,0,0,0,0,0
19hpf,6.57,0,0,0,0,0,0,0,2.19,0
24hpf,2,0,0,0,0,1,0,0,0,0
2dpf,39.2,1.67,0,2.5,20.02,35.87,4.17,0,6.67,9.17
3dpf,91.94,1.15,0,6.32,5.75,52.29,1.72,0,5.75,4.6
5dpf,16.54,1.03,5.69,6.2,6.72,45.48,5.17,1.03,7.24,25.32
10dpf,29.49,1.26,3.77,3.14,0.63,15.06,3.14,0,2.51,1.88
