stage,central_nervous_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.83,4.17,5,5,1.67
3dpf,16.09,0.57,4.02,0,0
5dpf,3.1,0,2.58,1.55,0
10dpf,5.02,0,0.63,0,0.63
