stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
16hpf,0,2.05,0,0,0,0
2dpf,3.34,0.83,0.83,0.83,0,1.67
3dpf,0.57,0,0,0,0,1.72
5dpf,0.52,3.1,0.52,0.52,2.58,4.13
10dpf,0.63,2.51,1.88,0,1.26,0.63
