stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,periderm
24hpf,0,0,1,0,0,0
2dpf,0,0,0.83,1.67,0.83,1.67
3dpf,17.81,0,1.15,37.93,0,0
5dpf,0.52,0,0,7.24,0,6.2
10dpf,3.14,0.63,0,9.41,0,0.63
