stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,206.46,0,0,0,51.61,0,0,0,51.61,41.29
12hpf,125.3,9.64,0,5.78,57.83,7.71,0,26.99,55.9,59.76
14hpf,147.13,3.34,3.34,20.06,26.75,20.06,0,10.03,66.88,66.88
16hpf,135.35,10.25,2.05,14.36,43.07,22.56,8.2,8.2,63.58,57.42
19hpf,203.59,2.19,2.19,2.19,24.08,4.38,6.57,0,2.19,32.84
24hpf,128,1,3,8,28,14,7,0,25,18
2dpf,492.1,16.68,29.19,77.57,221.03,377,53.38,5.84,125.95,189.34
3dpf,1586.6,10.34,22.41,22.99,44.82,461.44,16.09,0,35.63,85.62
5dpf,158.15,25.84,81.14,93.55,50.65,456.88,34.11,26.36,79.59,363.33
10dpf,706.6,34.51,106.68,85.97,31.38,454.96,32,2.51,75.3,133.66
