stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0,2.5,0,0
3dpf,1.72,0,0,0.57,1.15,0,0
5dpf,1.03,0.52,32.56,0,2.07,0,1.03
10dpf,0,1.26,77.81,0,0.63,0.63,0.63
