stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,1.67,0,1.67,2.5,0.83,0.83
3dpf,3.45,0,0,1.15,0,0.57
5dpf,0.52,0,0,0.52,0,2.07
10dpf,6.9,1.88,0,3.77,0,1.88
