stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,82.58,0,0,0,72.26,0,0,10.32,30.97,92.91
12hpf,13.49,0,0,1.93,17.35,0,0,0,11.57,23.13
14hpf,40.13,6.69,13.38,6.69,26.75,10.03,0,0,56.85,96.97
16hpf,20.51,2.05,6.15,6.15,14.36,4.1,2.05,0,28.71,36.91
19hpf,10.95,0,0,0,0,0,0,0,0,2.19
24hpf,8,2,0,1,5,2,1,0,2,16
2dpf,27.52,3.34,1.67,3.34,21.69,35.87,4.17,0,5,33.36
3dpf,122.97,8.62,6.9,6.32,4.6,51.72,7.47,0,3.45,52.87
5dpf,30.49,4.13,4.13,12.92,4.65,33.59,3.62,5.17,9.82,163.32
10dpf,52.71,13.81,5.02,16.94,3.14,26.98,5.02,0,5.02,68.4
